"ID","Win_Prob","Rating","Rating_time","Index","tables_normed$normed_rating"
"pat_03105_1551",0.75,106,22,3,0.481818181818182
"pat_03105_1551",0.75,220,48,4,1
"pat_03105_1551",0.75,115,0,1,0.522727272727273
"pat_03105_1551",0.75,214,6,2,0.972727272727273
"pat_03105_1551",0.75,-110,22,3,-0.5
"pat_03105_1551",0.75,-220,48,4,-1
"pat_03105_1551",0.5,0,0,1,0
"pat_03105_1551",0.5,114,6,2,0.518181818181818
"pat_03105_1551",0.5,-113,22,3,-0.513636363636364
"pat_03105_1551",0.5,220,48,4,1
"pat_03105_1551",0.25,220,0,1,1
"pat_03105_1551",0.25,-220,6,2,-1
"pat_03105_1551",0.25,0,22,3,0
"pat_03105_1551",0.25,112,48,4,0.509090909090909
"pat_03128_1591",0.25,116,0,1,0.527272727272727
"pat_03128_1591",0.25,-220,6,2,-1
"pat_03128_1591",0.25,-220,22,3,-1
"pat_03128_1591",0.25,-220,48,4,-1
"pat_03128_1591",0.5,0,0,1,0
"pat_03128_1591",0.5,100,6,2,0.454545454545455
"pat_03128_1591",0.5,220,22,3,1
"pat_03128_1591",0.5,220,48,4,1
"pat_03128_1591",0.75,6,0,1,0.0272727272727273
"pat_03128_1591",0.75,123,6,2,0.559090909090909
"pat_03128_1591",0.75,211,22,3,0.959090909090909
"pat_03128_1591",0.75,220,48,4,1
"pat_03128_1591",0.5,-4,0,1,-0.0181818181818182
"pat_03128_1591",0.5,-220,6,2,-1
"pat_03128_1591",0.5,0,22,3,0
"pat_03128_1591",0.5,130,48,4,0.590909090909091
"pat_03128_1591",0.75,0,0,1,0
"pat_03128_1591",0.75,72,6,2,0.327272727272727
"pat_03128_1591",0.75,220,22,3,1
"pat_03128_1591",0.75,205,48,4,0.931818181818182
"pat_03128_1591",0.25,0,0,1,0
"pat_03128_1591",0.25,-220,6,2,-1
"pat_03128_1591",0.25,-121,22,3,-0.55
"pat_03128_1591",0.25,-220,48,4,-1
"pat_03138_1601",0.25,-73,0,1,-0.331818181818182
"pat_03138_1601",0.25,-217,6,2,-0.986363636363636
"pat_03138_1601",0.25,-211,22,3,-0.959090909090909
"pat_03138_1601",0.25,-117,48,4,-0.531818181818182
"pat_03138_1601",0.5,0,0,1,0
"pat_03138_1601",0.5,0,6,2,0
"pat_03138_1601",0.5,0,22,3,0
"pat_03138_1601",0.5,0,48,4,0
"pat_03138_1601",0.75,0,0,1,0
"pat_03138_1601",0.75,0,6,2,0
"pat_03138_1601",0.75,220,22,3,1
"pat_03138_1601",0.75,110,48,4,0.5
"pat_03138_1601",0.5,0,0,1,0
"pat_03138_1601",0.5,0,6,2,0
"pat_03138_1601",0.5,-110,22,3,-0.5
"pat_03138_1601",0.5,0,48,4,0
"pat_03138_1601",0.75,0,0,1,0
"pat_03138_1601",0.75,220,6,2,1
"pat_03138_1601",0.75,117,22,3,0.531818181818182
"pat_03138_1601",0.75,220,48,4,1
"pat_03138_1601",0.25,0,0,1,0
"pat_03138_1601",0.25,-220,6,2,-1
"pat_03138_1601",0.25,-121,22,3,-0.55
"pat_03138_1601",0.25,-114,48,4,-0.518181818181818
"pat_03146_1608",0.5,-3,0,1,-0.0136363636363636
"pat_03146_1608",0.5,127,6,2,0.577272727272727
"pat_03146_1608",0.5,220,22,3,1
"pat_03146_1608",0.5,220,48,4,1
"pat_03146_1608",0.25,220,0,1,1
"pat_03146_1608",0.25,0,6,2,0
"pat_03146_1608",0.25,0,22,3,0
"pat_03146_1608",0.25,0,48,4,0
"pat_03146_1608",0.75,0,0,1,0
"pat_03146_1608",0.75,220,6,2,1
"pat_03146_1608",0.75,220,22,3,1
"pat_03146_1608",0.75,220,48,4,1
"pat_03146_1608",0.5,220,0,1,1
"pat_03146_1608",0.5,220,6,2,1
"pat_03146_1608",0.5,220,22,3,1
"pat_03146_1608",0.5,220,48,4,1
"pat_03146_1608",0.25,220,0,1,1
"pat_03146_1608",0.25,220,6,2,1
"pat_03146_1608",0.25,220,22,3,1
"pat_03146_1608",0.25,220,48,4,1
"pat_03146_1608",0.75,220,0,1,1
"pat_03146_1608",0.75,220,6,2,1
"pat_03146_1608",0.75,220,22,3,1
"pat_03146_1608",0.75,220,48,4,1
"pat_03174_1634",0.25,0,0,1,0
"pat_03174_1634",0.25,70,6,2,0.636363636363636
"pat_03174_1634",0.25,99,22,3,0.9
"pat_03174_1634",0.25,-90,48,4,-0.818181818181818
"pat_03174_1634",0.5,0,0,1,0
